Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Shanghai,PM2.5 - Principal,2016-01-01 01:00 AM,2016,01,01,01,75.5,161,Unhealthy,60.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 02:00 AM,2016,01,01,02,71.7,159,Unhealthy,65.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 03:00 AM,2016,01,01,03,65.4,156,Unhealthy,57.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 04:00 AM,2016,01,01,04,62.9,155,Unhealthy,59.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 05:00 AM,2016,01,01,05,59.3,153,Unhealthy,55.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 06:00 AM,2016,01,01,06,60.0,153,Unhealthy,61.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 07:00 AM,2016,01,01,07,59.1,153,Unhealthy,58.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 08:00 AM,2016,01,01,08,59.0,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 09:00 AM,2016,01,01,09,60.6,154,Unhealthy,63.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 10:00 AM,2016,01,01,10,64.6,156,Unhealthy,72.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 11:00 AM,2016,01,01,11,61.4,154,Unhealthy,56.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 12:00 PM,2016,01,01,12,55.8,151,Unhealthy,46.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 01:00 PM,2016,01,01,13,52.9,144,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 02:00 PM,2016,01,01,14,53.7,146,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 03:00 PM,2016,01,01,15,50.3,137,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 04:00 PM,2016,01,01,16,47.7,131,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 05:00 PM,2016,01,01,17,47.8,131,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 06:00 PM,2016,01,01,18,49.8,136,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 07:00 PM,2016,01,01,19,58.4,152,Unhealthy,72.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 08:00 PM,2016,01,01,20,63.3,155,Unhealthy,71.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 09:00 PM,2016,01,01,21,65.9,156,Unhealthy,70.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 10:00 PM,2016,01,01,22,67.1,157,Unhealthy,69.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-01 11:00 PM,2016,01,01,23,67.8,157,Unhealthy,69.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 12:00 AM,2016,01,02,00,67.5,157,Unhealthy,67.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 01:00 AM,2016,01,02,01,66.1,156,Unhealthy,64.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 02:00 AM,2016,01,02,02,66.1,156,Unhealthy,66.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 03:00 AM,2016,01,02,03,65.7,156,Unhealthy,65.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 04:00 AM,2016,01,02,04,66.2,157,Unhealthy,67.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 05:00 AM,2016,01,02,05,67.1,157,Unhealthy,69.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 06:00 AM,2016,01,02,06,67.9,157,Unhealthy,70.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 07:00 AM,2016,01,02,07,69.5,158,Unhealthy,77.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 08:00 AM,2016,01,02,08,80.0,164,Unhealthy,97.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 09:00 AM,2016,01,02,09,106.4,177,Unhealthy,128.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 10:00 AM,2016,01,02,10,126.7,188,Unhealthy,147.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 11:00 AM,2016,01,02,11,135.8,192,Unhealthy,145.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 12:00 PM,2016,01,02,12,136.4,193,Unhealthy,137.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 01:00 PM,2016,01,02,13,127.7,188,Unhealthy,119.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 02:00 PM,2016,01,02,14,103.3,176,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 03:00 PM,2016,01,02,15,90.6,169,Unhealthy,78.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 04:00 PM,2016,01,02,16,80.3,164,Unhealthy,70.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 05:00 PM,2016,01,02,17,76.6,162,Unhealthy,73.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 06:00 PM,2016,01,02,18,84.3,166,Unhealthy,92.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 07:00 PM,2016,01,02,19,86.1,167,Unhealthy,88.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 08:00 PM,2016,01,02,20,93.0,170,Unhealthy,100.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 09:00 PM,2016,01,02,21,109.5,179,Unhealthy,126.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 10:00 PM,2016,01,02,22,110.2,179,Unhealthy,111.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-02 11:00 PM,2016,01,02,23,112.4,180,Unhealthy,115.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 12:00 AM,2016,01,03,00,113.5,181,Unhealthy,116.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 01:00 AM,2016,01,03,01,112.8,181,Unhealthy,112.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 02:00 AM,2016,01,03,02,119.2,184,Unhealthy,127.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 03:00 AM,2016,01,03,03,126.5,188,Unhealthy,134.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 04:00 AM,2016,01,03,04,139.0,194,Unhealthy,151.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 05:00 AM,2016,01,03,05,145.1,197,Unhealthy,156.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 06:00 AM,2016,01,03,06,148.5,199,Unhealthy,153.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 07:00 AM,2016,01,03,07,148.1,199,Unhealthy,152.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 08:00 AM,2016,01,03,08,145.3,197,Unhealthy,144.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 09:00 AM,2016,01,03,09,145.0,197,Unhealthy,144.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 10:00 AM,2016,01,03,10,144.5,197,Unhealthy,143.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 11:00 AM,2016,01,03,11,141.9,196,Unhealthy,135.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 12:00 PM,2016,01,03,12,141.2,195,Unhealthy,139.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 01:00 PM,2016,01,03,13,142.2,196,Unhealthy,141.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 02:00 PM,2016,01,03,14,141.7,196,Unhealthy,135.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 03:00 PM,2016,01,03,15,138.2,194,Unhealthy,127.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 04:00 PM,2016,01,03,16,136.7,193,Unhealthy,132.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 05:00 PM,2016,01,03,17,133.7,191,Unhealthy,124.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 06:00 PM,2016,01,03,18,129.1,189,Unhealthy,118.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 07:00 PM,2016,01,03,19,130.1,190,Unhealthy,131.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 08:00 PM,2016,01,03,20,132.0,190,Unhealthy,141.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 09:00 PM,2016,01,03,21,142.3,196,Unhealthy,167.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 10:00 PM,2016,01,03,22,148.5,199,Unhealthy,163.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-03 11:00 PM,2016,01,03,23,148.4,199,Unhealthy,148.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 12:00 AM,2016,01,04,00,144.7,197,Unhealthy,136.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 01:00 AM,2016,01,04,01,140.9,195,Unhealthy,132.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 02:00 AM,2016,01,04,02,138.0,194,Unhealthy,131.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 03:00 AM,2016,01,04,03,133.0,191,Unhealthy,121.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 04:00 AM,2016,01,04,04,130.0,189,Unhealthy,123.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 05:00 AM,2016,01,04,05,124.4,187,Unhealthy,114.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 06:00 AM,2016,01,04,06,117.3,183,Unhealthy,107.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 07:00 AM,2016,01,04,07,120.7,185,Unhealthy,127.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 08:00 AM,2016,01,04,08,126.2,188,Unhealthy,136.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 09:00 AM,2016,01,04,09,130.1,190,Unhealthy,138.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 10:00 AM,2016,01,04,10,129.8,189,Unhealthy,132.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 11:00 AM,2016,01,04,11,125.1,187,Unhealthy,113.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 12:00 PM,2016,01,04,12,125.2,187,Unhealthy,126.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 01:00 PM,2016,01,04,13,121.7,185,Unhealthy,111.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 02:00 PM,2016,01,04,14,120.8,185,Unhealthy,118.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 03:00 PM,2016,01,04,15,123.4,186,Unhealthy,132.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 04:00 PM,2016,01,04,16,126.1,187,Unhealthy,135.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 05:00 PM,2016,01,04,17,132.4,191,Unhealthy,147.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 06:00 PM,2016,01,04,18,134.8,192,Unhealthy,143.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 07:00 PM,2016,01,04,19,129.8,189,Unhealthy,115.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 08:00 PM,2016,01,04,20,123.8,186,Unhealthy,108.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 09:00 PM,2016,01,04,21,119.7,184,Unhealthy,109.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 10:00 PM,2016,01,04,22,118.0,183,Unhealthy,114.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-04 11:00 PM,2016,01,04,23,108.5,178,Unhealthy,95.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 12:00 AM,2016,01,05,00,85.1,166,Unhealthy,66.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 01:00 AM,2016,01,05,01,71.0,159,Unhealthy,57.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 02:00 AM,2016,01,05,02,54.0,147,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 03:00 AM,2016,01,05,03,42.0,117,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 04:00 AM,2016,01,05,04,38.4,108,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 05:00 AM,2016,01,05,05,30.7,90,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 06:00 AM,2016,01,05,06,20.3,68,Moderate,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 07:00 AM,2016,01,05,07,19.1,66,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 08:00 AM,2016,01,05,08,21.0,70,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 09:00 AM,2016,01,05,09,23.0,74,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 10:00 AM,2016,01,05,10,22.0,72,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 11:00 AM,2016,01,05,11,21.4,71,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 12:00 PM,2016,01,05,12,22.7,73,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 01:00 PM,2016,01,05,13,23.3,75,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 02:00 PM,2016,01,05,14,24.1,76,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 03:00 PM,2016,01,05,15,25.5,79,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 04:00 PM,2016,01,05,16,24.7,77,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 05:00 PM,2016,01,05,17,23.3,75,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 06:00 PM,2016,01,05,18,27.2,83,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 07:00 PM,2016,01,05,19,29.0,87,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 08:00 PM,2016,01,05,20,34.8,99,Moderate,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 09:00 PM,2016,01,05,21,40.0,112,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 10:00 PM,2016,01,05,22,41.0,115,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-05 11:00 PM,2016,01,05,23,38.5,108,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-06 12:00 AM,2016,01,06,00,34.7,99,Moderate,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2016-01-06 01:00 AM,2016,01,06,01,32.3,93,Moderate,30.0,UG/M3,1 Hr,Valid
