Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Shenyang,PM2.5 - Principal,2020-01-01 01:00 AM,2020,01,01,01,49.3,135,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 02:00 AM,2020,01,01,02,53.1,144,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 03:00 AM,2020,01,01,03,63.6,155,Unhealthy,74.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 04:00 AM,2020,01,01,04,75.3,161,Unhealthy,87.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 05:00 AM,2020,01,01,05,82.6,165,Unhealthy,90.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 06:00 AM,2020,01,01,06,89.3,168,Unhealthy,96.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 07:00 AM,2020,01,01,07,93.1,170,Unhealthy,97.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 08:00 AM,2020,01,01,08,87.5,168,Unhealthy,82.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 09:00 AM,2020,01,01,09,88.8,168,Unhealthy,90.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 10:00 AM,2020,01,01,10,104.4,176,Unhealthy,120.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 11:00 AM,2020,01,01,11,126.2,188,Unhealthy,148.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 12:00 PM,2020,01,01,12,118.6,184,Unhealthy,111.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 01:00 PM,2020,01,01,13,94.8,171,Unhealthy,71.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 02:00 PM,2020,01,01,14,87.4,167,Unhealthy,80.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 03:00 PM,2020,01,01,15,91.7,170,Unhealthy,96.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 04:00 PM,2020,01,01,16,89.8,169,Unhealthy,88.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 05:00 PM,2020,01,01,17,68.9,158,Unhealthy,48.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 06:00 PM,2020,01,01,18,57.9,152,Unhealthy,47.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 07:00 PM,2020,01,01,19,56.4,151,Unhealthy,55.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 08:00 PM,2020,01,01,20,56.7,152,Unhealthy,57.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 09:00 PM,2020,01,01,21,64.3,156,Unhealthy,72.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,70.1,159,Unhealthy,76.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,75.5,161,Unhealthy,81.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,77.2,162,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,97.6,173,Unhealthy,118.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,105.8,177,Unhealthy,114.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,127.9,188,Unhealthy,150.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,182.9,233,Very Unhealthy,238.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,207.0,257,Very Unhealthy,231.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,218.0,268,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,214.5,264,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,205.7,256,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,205.4,255,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,225.2,275,Very Unhealthy,245.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,237.6,287,Very Unhealthy,250.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,221.3,271,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,203.6,254,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,191.3,241,Very Unhealthy,167.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,165.8,216,Very Unhealthy,138.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,136.8,193,Unhealthy,112.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,125.8,187,Unhealthy,115.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,129.9,189,Unhealthy,134.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,132.4,191,Unhealthy,135.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,153.2,204,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,173.1,223,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,188.0,238,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,187.7,238,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,181.4,232,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,177.6,228,Very Unhealthy,173.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,176.4,227,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,171.7,222,Very Unhealthy,166.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,168.5,219,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
