Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Shenyang,PM2.5 - Principal,2016-01-01 01:00 AM,2016,01,01,01,253.8,304,Hazardous,218.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 02:00 AM,2016,01,01,02,211.9,262,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 03:00 AM,2016,01,01,03,152.4,203,Very Unhealthy,93.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 04:00 AM,2016,01,01,04,117.7,183,Unhealthy,83.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 05:00 AM,2016,01,01,05,107.3,178,Unhealthy,97.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 06:00 AM,2016,01,01,06,106.1,177,Unhealthy,105.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 07:00 AM,2016,01,01,07,117.0,183,Unhealthy,128.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 08:00 AM,2016,01,01,08,125.5,187,Unhealthy,134.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 09:00 AM,2016,01,01,09,127.2,188,Unhealthy,129.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 10:00 AM,2016,01,01,10,127.5,188,Unhealthy,128.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 11:00 AM,2016,01,01,11,120.7,185,Unhealthy,114.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 12:00 PM,2016,01,01,12,119.3,184,Unhealthy,118.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 01:00 PM,2016,01,01,13,117.6,183,Unhealthy,116.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 02:00 PM,2016,01,01,14,118.9,184,Unhealthy,120.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 03:00 PM,2016,01,01,15,123.5,186,Unhealthy,131.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 04:00 PM,2016,01,01,16,122.5,186,Unhealthy,122.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 05:00 PM,2016,01,01,17,123.1,186,Unhealthy,125.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 06:00 PM,2016,01,01,18,119.8,184,Unhealthy,107.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 07:00 PM,2016,01,01,19,118.2,183,Unhealthy,113.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 08:00 PM,2016,01,01,20,120.3,184,Unhealthy,129.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 09:00 PM,2016,01,01,21,119.9,184,Unhealthy,119.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 10:00 PM,2016,01,01,22,119.6,184,Unhealthy,119.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-01 11:00 PM,2016,01,01,23,123.7,186,Unhealthy,137.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 12:00 AM,2016,01,02,00,134.9,192,Unhealthy,156.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 01:00 AM,2016,01,02,01,141.7,196,Unhealthy,156.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 02:00 AM,2016,01,02,02,145.0,197,Unhealthy,152.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 03:00 AM,2016,01,02,03,150.5,201,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 04:00 AM,2016,01,02,04,150.1,200,Unhealthy,149.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 05:00 AM,2016,01,02,05,148.4,199,Unhealthy,145.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 06:00 AM,2016,01,02,06,152.9,203,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 07:00 AM,2016,01,02,07,164.6,215,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 08:00 AM,2016,01,02,08,179.6,230,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 09:00 AM,2016,01,02,09,175.7,226,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 10:00 AM,2016,01,02,10,148.9,199,Unhealthy,113.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 11:00 AM,2016,01,02,11,140.3,195,Unhealthy,129.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 12:00 PM,2016,01,02,12,141.0,195,Unhealthy,142.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 01:00 PM,2016,01,02,13,133.6,191,Unhealthy,124.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 02:00 PM,2016,01,02,14,137.2,193,Unhealthy,142.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 03:00 PM,2016,01,02,15,141.8,196,Unhealthy,148.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 04:00 PM,2016,01,02,16,130.6,190,Unhealthy,116.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 05:00 PM,2016,01,02,17,129.9,189,Unhealthy,129.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 06:00 PM,2016,01,02,18,151.5,202,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 07:00 PM,2016,01,02,19,151.3,202,Very Unhealthy,151.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 08:00 PM,2016,01,02,20,143.1,196,Unhealthy,132.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 09:00 PM,2016,01,02,21,138.9,194,Unhealthy,132.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 10:00 PM,2016,01,02,22,133.0,191,Unhealthy,122.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-02 11:00 PM,2016,01,02,23,132.6,191,Unhealthy,132.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 12:00 AM,2016,01,03,00,135.9,193,Unhealthy,142.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 01:00 AM,2016,01,03,01,135.6,192,Unhealthy,135.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 02:00 AM,2016,01,03,02,127.6,188,Unhealthy,114.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 03:00 AM,2016,01,03,03,121.5,185,Unhealthy,112.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 04:00 AM,2016,01,03,04,118.3,183,Unhealthy,113.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 05:00 AM,2016,01,03,05,116.6,183,Unhealthy,114.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 06:00 AM,2016,01,03,06,119.1,184,Unhealthy,119.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 07:00 AM,2016,01,03,07,117.9,183,Unhealthy,112.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 08:00 AM,2016,01,03,08,116.4,182,Unhealthy,112.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 09:00 AM,2016,01,03,09,113.4,181,Unhealthy,107.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 10:00 AM,2016,01,03,10,106.2,177,Unhealthy,95.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 11:00 AM,2016,01,03,11,110.4,179,Unhealthy,119.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 12:00 PM,2016,01,03,12,107.9,178,Unhealthy,102.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 01:00 PM,2016,01,03,13,114.0,181,Unhealthy,130.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 02:00 PM,2016,01,03,14,90.5,169,Unhealthy,63.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 03:00 PM,2016,01,03,15,75.2,161,Unhealthy,60.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 04:00 PM,2016,01,03,16,68.6,158,Unhealthy,62.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 05:00 PM,2016,01,03,17,66.3,157,Unhealthy,64.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 06:00 PM,2016,01,03,18,70.1,159,Unhealthy,74.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 07:00 PM,2016,01,03,19,80.0,164,Unhealthy,90.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 08:00 PM,2016,01,03,20,84.5,166,Unhealthy,89.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 09:00 PM,2016,01,03,21,81.7,165,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 10:00 PM,2016,01,03,22,82.3,165,Unhealthy,83.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-03 11:00 PM,2016,01,03,23,81.6,164,Unhealthy,81.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 12:00 AM,2016,01,04,00,90.3,169,Unhealthy,99.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 01:00 AM,2016,01,04,01,83.4,165,Unhealthy,76.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 02:00 AM,2016,01,04,02,78.5,163,Unhealthy,71.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 03:00 AM,2016,01,04,03,103.5,176,Unhealthy,130.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 04:00 AM,2016,01,04,04,93.2,170,Unhealthy,83.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 05:00 AM,2016,01,04,05,74.1,161,Unhealthy,55.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 06:00 AM,2016,01,04,06,65.0,156,Unhealthy,56.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 07:00 AM,2016,01,04,07,61.5,154,Unhealthy,58.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 08:00 AM,2016,01,04,08,60.2,153,Unhealthy,59.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 09:00 AM,2016,01,04,09,72.6,160,Unhealthy,85.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 10:00 AM,2016,01,04,10,75.8,161,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 11:00 AM,2016,01,04,11,76.4,162,Unhealthy,77.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 12:00 PM,2016,01,04,12,82.7,165,Unhealthy,89.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 01:00 PM,2016,01,04,13,70.3,159,Unhealthy,58.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 02:00 PM,2016,01,04,14,63.1,155,Unhealthy,56.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 03:00 PM,2016,01,04,15,47.0,129,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 04:00 PM,2016,01,04,16,34.5,98,Moderate,22.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 05:00 PM,2016,01,04,17,29.7,88,Moderate,25.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 06:00 PM,2016,01,04,18,28.3,85,Moderate,27.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 07:00 PM,2016,01,04,19,30.6,90,Moderate,33.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 08:00 PM,2016,01,04,20,36.3,103,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 09:00 PM,2016,01,04,21,36.6,104,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 10:00 PM,2016,01,04,22,43.3,120,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-04 11:00 PM,2016,01,04,23,49.1,134,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 12:00 AM,2016,01,05,00,55.5,151,Unhealthy,62.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 01:00 AM,2016,01,05,01,54.2,147,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 02:00 AM,2016,01,05,02,47.1,130,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 03:00 AM,2016,01,05,03,44.5,123,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 04:00 AM,2016,01,05,04,38.2,108,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 05:00 AM,2016,01,05,05,31.6,92,Moderate,25.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 06:00 AM,2016,01,05,06,31.3,91,Moderate,31.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 07:00 AM,2016,01,05,07,28.6,86,Moderate,26.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 08:00 AM,2016,01,05,08,30.3,89,Moderate,32.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 09:00 AM,2016,01,05,09,28.1,85,Moderate,26.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 10:00 AM,2016,01,05,10,28.0,84,Moderate,28.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 11:00 AM,2016,01,05,11,28.5,85,Moderate,29.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 12:00 PM,2016,01,05,12,34.7,99,Moderate,41.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 01:00 PM,2016,01,05,13,34.9,99,Moderate,37.0,UG/M3,1 Hr,Valid
Shenyang,PM2.5 - Principal,2016-01-05 02:00 PM,2016,01,05,14,27.4,83,Moderate,19.0,UG/M3,1 Hr,Valid
